fullcurrname,CAS_SPC
Lipophrys adriaticus,40179
Thalassoma lunare,40180
Thalassoma lunare,40181
Salaria fluviatilis,40182
NULL,40183
NULL,40184
NULL,40185
Thalassoma lunare,40186
NULL,40187
Thalassoma bifasciatum,40188
Chalaroderma ocellata,40189
NULL,40192
Thalassoma pavo,40193
Antennablennius bifilum,40194
Thalassoma pavo,40195
Thalassoma ascensionis,40196
Lipophrys pholis,40197
Parablennius pilicornis,40198
Thalassoma sanctaehelenae,40199
Thalassoma sanctaehelenae,40201
Thalassoma pavo,40202
Thalassoma pavo,40203
Thalassoma pavo,40204
NULL,40205
Thalassoma newtoni,40206
Parablennius parvicornis,40208
Parablennius sanguinolentus,40209
Aidablennius sphynx,40211
NULL,40212
Parablennius tasmanianus,40213
Parablennius NULL,40215
Parablennius tentacularis,40216
Parablennius tentacularis,40217
Parablennius tentacularis,40218
NULL,40219
Thalassoma purpureum,40220
Parablennius thysanius,40221
Thalassoma purpureum,40222
Thalassoma purpureum,40223
Microlipophrys velifer,40224
Parablennius tasmanianus,40225
NULL,40226
Lupinoblennius vinctus,40227
Istiblennius meleagris,40228
Thalassoma purpureum,40229
Salaria fluviatilis,40230
Thalassoma purpureum,40231
Salaria fluviatilis,40232
Salaria fluviatilis,40233
Thalassoma quinquevittatum,40234
Thalassoma quinquevittatum,40235
Thalassoma rueppellii,40237
Thalassoma hardwicke,40238
Thalassoma hardwicke,40239
NULL,40242
Thalassoma lutescens,40243
Thalassoma virens,40244
Thalassoma purpureum,40245
Hypsoblennius jenkinsi,40246
Thalassoma trilobatum,40249
Thalassoma purpureum,40250
Thalassoma lunare,40251
Thalassoma virens,40252
Thalassoma lutescens,40253
Pseudocoris bleekeri,40254
Coris aygula,40255
Coris aygula,40256
Coris aygula,40257
Coris aygula,40258
Coris aygula,40259
Coris aygula,40260
Coris aygula,40261
Coris aygula,40262
Coris auricularis,40263
Coris ballieui,40265
Coris ballieui,40266
Coris ballieui,40267
Clariallabes uelensis,40268
Coris ballieui,40270
Pseudocoris yamashiroi,40271
Enchelyurus brunneolus,40272
Enchelyurus kraussii,40273
Parablennius opercularis,40276
Istiblennius dussumieri,40277
Istiblennius flaviumbrinus,40280
Parablennius opercularis,40281
Hypleurochilus geminatus,40282
Hypsoblennius hentz,40283
Coris caudimacula,40284
Coris caudimacula,40285
Parahypsos piersoni,40286
Coris batuensis,40287
Hypsoblennius caulopus,40288
Coris cuvieri,40289
Coris cuvieri,40290
Hypsoblennius striatus,40292
Petroscirtes breviceps,40293
Coris flavovittata,40294
Coris flavovittata,40295
Coris formosa,40297
Coris formosa,40298
Coris gaimard,40299
Plagiotremus rhinorhynchos,40300
Coris gaimard,40302
Petroscirtes ancylodon,40304
Petroscirtes breviceps,40306
Coris gaimard,40307
Meiacanthus atrodorsalis,40308
Petroscirtes xestus,40310
Petroscirtes variabilis,40311
Petroscirtes variabilis,40312
Pseudocoris bleekeri,40313
Petroscirtes breviceps,40314
Petroscirtes mitratus,40315
Lates niloticus,40316
Plagiotremus azaleus,40317
Coris julis,40318
NULL,40319
Thalassoma pavo,40320
Petroscirtes breviceps,40323
Coris julis,40324
Coris julis,40325
Coris julis,40326
Coris julis,40327
NULL,40329
Coris flavovittata,40330
Ophthalmolepis lineolata,40331
Ophthalmolepis lineolata,40332
Ophthalmolepis lineolata,40333
NULL,40336
Coris batuensis,40338
Omobranchus punctatus,40339
Coris batuensis,40340
Petroscirtes mitratus,40341
Coris picta,40342
Clarias liocephalus,40343
Omobranchus elongatus,40345
Coris sandeyeri,40346
Petroscirtes variabilis,40347
Petroscirtes variabilis,40348
Coris batuensis,40349
Coris batuensis,40351
Coris venusta,40352
Omobranchus fasciolatus,40353
Coris venusta,40354
Halichoeres notospilus,40356
Halichoeres inornatus,40358
Aspidontus dussumieri,40359
Ophthalmolepis lineolata,40360
Halichoeres nebulosus,40361
Halichoeres melanotis,40362
Meiacanthus grammistes,40363
Halichoeres miniatus,40364
Meiacanthus lineatus,40365
Omobranchus anolius,40366
Pictilabrus laticlavius,40368
Dotalabrus aurantiacus,40369
Petroscirtes mitratus,40370
Notolabrus tetricus,40371
Notolabrus parilus,40372
Clarias laeviceps,40373
Omobranchus elegans,40374
Pseudolabrus biserialis,40375
Petroscirtes lupus,40377
Notolabrus parilus,40379
Notolabrus tetricus,40380
Notolabrus gymnogenis,40381
Notolabrus fucicola,40382
Suezichthys gracilis,40383
Petroscirtes thepassii,40384
Pseudolabrus guentheri,40385
Petroscirtes mitratus,40387
Pseudolabrus guentheri,40388
Pseudolabrus guentheri,40389
Petroscirtes mitratus,40390
Petroscirtes mitratus,40391
Pseudolabrus guentheri,40392
Plagiotremus azaleus,40393
Aspidontus taeniatus,40394
Pseudolabrus guentheri,40395
Petroscirtes breviceps,40396
Pseudolabrus guentheri,40397
Pseudolabrus guentheri,40399
Pseudolabrus guentheri,40400
Pseudolabrus guentheri,40402
Notolabrus gymnogenis,40404
Notolabrus gymnogenis,40405
Petroscirtes variabilis,40406
Pseudolabrus eoethinus,40408
NULL,40409
Aspidontus taeniatus,40410
Aspidontus taeniatus,40412
Dotalabrus aurantiacus,40413
Pseudolabrus rubicundus,40416
Meiacanthus grammistes,40417
Pseudolabrus rubicundus,40418
Plagiotremus townsendi,40419
Pseudolabrus rubicundus,40420
Notolabrus parilus,40421
Petroscirtes breviceps,40422
Notolabrus parilus,40423
Petroscirtes variabilis,40424
Notolabrus parilus,40425
Notolabrus parilus,40426
Notolabrus tetricus,40427
Notolabrus tetricus,40428
Notolabrus tetricus,40429
Notolabrus tetricus,40430
Notolabrus tetricus,40431
Notolabrus tetricus,40432
Notolabrus tetricus,40433
Notolabrus parilus,40435
Halichoeres nigrescens,40436
Halichoeres solorensis,40437
Halichoeres argus,40438
Halichoeres argus,40439
NULL,40440
Halichoeres chloropterus,40441
Halichoeres argus,40442
Halichoeres bicolor,40445
Halichoeres bicolor,40447
Halichoeres bivittatus,40448
Halichoeres bivittatus,40449
Halichoeres bivittatus,40450
Halichoeres bivittatus,40451
Halichoeres bivittatus,40452
Andamia amphibius,40454
Andamia amphibius,40455
Praealticus semicrenatus,40457
Halichoeres hortulanus,40458
Halichoeres hortulanus,40459
Halichoeres hortulanus,40460
Halichoeres chloropterus,40461
Halichoeres dimidiatus,40462
Halichoeres cyanocephalus,40463
Halichoeres nigrescens,40464
Halichoeres vrolikii,40466
Halichoeres dispilus,40467
Halichoeres nigrescens,40468
Halichoeres margaritaceus,40469
Halichoeres garnoti,40470
Halichoeres garnoti,40471
Halichoeres garnoti,40472
Halichoeres chloropterus,40474
Halichoeres trimaculatus,40475
NULL,40476
Halichoeres bicolor,40477
NULL,40478
Halichoeres bicolor,40479
Halichoeres bicolor,40480
Halichoeres bicolor,40481
Halichoeres nigrescens,40482
Halichoeres brasiliensis,40483
Halichoeres nigrescens,40485
Halichoeres argus,40487
Halichoeres kallochroma,40488
Halichoeres melanurus,40489
Triplophysa angeli,40490
Halichoeres timorensis,40491
Halichoeres poeyi,40492
Halichoeres kneri,40495
Halichoeres nigrescens,40497
Entomacrodus striatus,40498
Halichoeres argus,40500
Halichoeres leucurus,40501
Halichoeres leucurus,40502
Halichoeres leucurus,40504
Halichoeres nicholsi,40505
Blenniella chrysospilos,40507
Antennablennius simonyi,40508
Halichoeres margaritaceus,40509
Halichoeres nebulosus,40510
Rhabdoblennius snowi,40511
NULL,40512
Halichoeres miniatus,40513
Halichoeres margaritaceus,40514
Halichoeres nicholsi,40515
Halichoeres nigrescens,40516
Halichoeres nigrescens,40519
Halichoeres nigrescens,40520
Halichoeres hortulanus,40521
Halichoeres marginatus,40523
Halichoeres ornatissimus,40524
Praealticus bilineatus,40525
Halichoeres ornatissimus,40526
Halichoeres papilionaceus,40527
Halichoeres papilionaceus,40528
Halichoeres papilionaceus,40529
Halichoeres papilionaceus,40530
Halichoeres pardaleocephalus,40531
Praealticus dayi,40532
Halichoeres penrosei,40533
Halichoeres podostigma,40534
Parajulis poecilepterus,40535
Parajulis poecilepterus,40536
Halichoeres margaritaceus,40537
Coris batuensis,40538
Halichoeres brasiliensis,40539
Halichoeres radiatus,40540
Halichoeres radiatus,40543
Halichoeres radiatus,40544
Halichoeres radiatus,40545
Halichoeres brasiliensis,40546
Halichoeres radiatus,40547
Halichoeres richmondi,40548
Suezichthys ornatus,40550
Halichoeres nigrescens,40552
Halichoeres scapularis,40554
Halichoeres scapularis,40556
Halichoeres scapularis,40557
Halichoeres scapularis,40558
Halichoeres scapularis,40560
Halichoeres scapularis,40561
Halichoeres scapularis,40562
Halichoeres scapularis,40564
Halichoeres nicholsi,40565
Halichoeres solorensis,40566
Halichoeres nicholsi,40567
Halichoeres nicholsi,40568
Halichoeres timorensis,40571
Halichoeres bleekeri,40572
Halichoeres trimaculatus,40573
Halichoeres trimaculatus,40575
Halichoeres hartzfeldii,40576
Halichoeres trimaculatus,40577
Halichoeres vrolikii,40578
Halichoeres vrolikii,40580
Leptojulis cyanopleura,40582
Macropharyngodon geoffroy,40584
Macropharyngodon meleagris,40585
Macropharyngodon meleagris,40586
Macropharyngodon meleagris,40587
Xenojulis margaritacea,40588
Halichoeres nebulosus,40589
Halichoeres margaritaceus,40590
Stethojulis balteata,40592
Stethojulis trilineata,40593
Stethojulis bandanensis,40594
Stethojulis interrupta,40595
Stethojulis interrupta,40596
Stethojulis maculata,40597
NULL,40599
Stethojulis trilineata,40600
Stethojulis strigiventer,40601
Stethojulis strigiventer,40602
Stethojulis trilineata,40603
Stethojulis trilineata,40604
Stethojulis trilineata,40605
Stethojulis terina,40606
Oxycheilinus arenatus,40607
Oxycheilinus bimaculatus,40608
Oxycheilinus bimaculatus,40609
Oxycheilinus bimaculatus,40610
Oxycheilinus bimaculatus,40611
Cheilinus oxycephalus,40612
Cheilinus chlorourus,40614
Cheilinus quinquecinctus,40615
Cheilinus oxycephalus,40616
Cheilinus chlorourus,40617
Cheilinus chlorourus,40618
Cheilinus chlorourus,40619
Oxycheilinus digramma,40620
Oxycheilinus digramma,40622
Oxycheilinus digramma,40623
Oxycheilinus digramma,40624
Oxycheilinus digramma,40625
Cheilinus fasciatus,40626
Hemigymnus fasciatus,40627
Wetmorella nigropinnata,40628
Cheilinus oxycephalus,40629
Oxycheilinus celebicus,40630
Cheilinus undulatus,40631
Oxycheilinus orientalis,40632
NULL,40633
Oxycheilinus unifasciatus,40634
Oxycheilinus unifasciatus,40635
Oxycheilinus unifasciatus,40636
Oxycheilinus unifasciatus,40637
Cheilinus trilobatus,40639
Oxycheilinus unifasciatus,40640
Cheilinus trilobatus,40641
Cheilinus trilobatus,40642
Cheilinus abudjubbe,40643
Cheilinus trilobatus,40644
Cheilinus trilobatus,40645
Cheilinus trilobatus,40646
Cheilinus trilobatus,40647
Cheilinus trilobatus,40648
Cheilinus undulatus,40650
Cheilinus trilobatus,40651
Cheilinus undulatus,40652
NULL,40653
Oxycheilinus mentalis,40654
Pseudocheilinus hexataenia,40656
Pseudocheilinus hexataenia,40657
Istiblennius rivulatus,40658
Cheilio inermis,40659
Cheilio inermis,40660
Cheilio inermis,40661
Cheilio inermis,40662
Cheilio inermis,40663
Cheilio inermis,40664
Cheilio inermis,40666
Istiblennius dussumieri,40667
Cheilio inermis,40668
Cheilio inermis,40669
Cymolutes lecluse,40671
Cymolutes torquatus,40672
Cymolutes torquatus,40673
Cymolutes praetextatus,40674
Cymolutes lecluse,40675
Cymolutes lecluse,40677
Istiblennius edentulus,40678
Doratonotus megalepis,40679
Doratonotus megalepis,40680
NULL,40681
Doratonotus megalepis,40682
Iniistius aneitensis,40684
Iniistius celebicus,40685
Novaculoides macrolepidotus,40686
Novaculoides macrolepidotus,40687
Novaculoides macrolepidotus,40688
Novaculoides macrolepidotus,40689
Salarias fasciatus,40690
Iniistius spilonotus,40691
Iniistius baldwini,40692
Iniistius pentadactylus,40693
Iniistius pentadactylus,40694
Iniistius bimaculatus,40695
Iniistius pavo,40696
Iniistius umbrilatus,40697
Iniistius twistii,40698
Iniistius twistii,40699
Salarias guttatus,40700
Iniistius pavo,40702
Iniistius pavo,40703
Iniistius pavo,40705
Parablennius opercularis,40706
Iniistius pavo,40707
Iniistius pavo,40708
Iniistius pavo,40710
Blenniella periophthalmus,40711
Istiblennius edentulus,40712
Praealticus poptae,40713
Antennablennius sexfasciatus,40714
NULL,40716
Stathmonotus tekla,40718
Xyrichtys novacula,40719
Plagiotremus azaleus,40720
Novaculichthys taeniourus,40721
Xyrichtys martinicensis,40723
Iniistius jacksonensis,40724
Xiphasia setifer,40725
Xiphasia setifer,40726
Anarhichas denticulatus,40728
Xyrichtys martinicensis,40730
Xyrichtys novacula,40731
Xyrichtys splendens,40732
Anarhichas orientalis,40733
Anarhichas orientalis,40735
Novaculichthys taeniourus,40737
Novaculichthys taeniourus,40738
Anarrhichthys ocellatus,40740
Novaculichthys taeniourus,40741
Novaculichthys taeniourus,40742
NULL,40743
NULL,40744
Xyrichtys novacula,40745
Xyrichtys splendens,40746
Ariosoma bowersi,40747
Xyrichtys novacula,40748
Congrogadus subducens,40749
Iniistius javanicus,40750
Congrogadus subducens,40751
Xyrichtys martinicensis,40752
Xyrichtys mundiceps,40753
Xyrichtys sanctaehelenae,40755
Xyrichtys novacula,40756
Xyrichtys martinicensis,40757
Xyrichtys novacula,40758
Notograptus guttatus,40759
Iniistius pentadactylus,40761
Carcharhinus leucas,40762
Carcharhinus cautus,40763
Novaculops woodi,40764
Novaculops woodi,40765
Anchoa analis,40766
Ophiclinus gabrieli,40768
Cetoscarus bicolor,40769
Ophiclinus gracilis,40770
Cetoscarus ocellatus,40771
Cetoscarus bicolor,40772
Ophiclinus antarcticus,40773
Cetoscarus bicolor,40774
Peronedys anguillaris,40775
Uropterygius micropterus,40776
NULL,40777
Peronedys anguillaris,40779
Jupiaba asymmetrica,40780
Scarus rubroviolaceus,40781
Congrogadus subducens,40782
Cetoscarus bicolor,40784
Creagrutus affinis,40785
Hemigrammus megaceps,40787
Heteroscarus acroptilus,40788
Heteroscarus acroptilus,40790
Heteroscarus acroptilus,40792
Heteroscarus acroptilus,40794
Ekemblemaria nigra,40795
Heteroscarus acroptilus,40797
Heteroscarus acroptilus,40798
Emblemaria hypacanthus,40799
Scarus rubroviolaceus,40800
Labrisomus philippii,40801
NULL,40802
Calliclinus geniguttatus,40803
Scarus rubroviolaceus,40804
Scarus rubroviolaceus,40806
Scarus rubroviolaceus,40808
Calliclinus geniguttatus,40810
Scarus perrico,40811
Apteronotus jurubidae,40813
Apteronotus magdalenensis,40815
Scarus perrico,40816
Acheilognathus deignani,40817
Auchenionchus microcirrhis,40818
Opsarius koratensis,40820
Campostoma anomalum,40821
Auchenionchus microcirrhis,40823
Auchenionchus microcirrhis,40824
Scarus ghobban,40827
Labrisomus philippii,40830
Puntius masyai,40831
Poropuntius faucis,40833
Barbodes jacobusboehlkei,40834
Chirolophis decoratus,40835
Scarus ghobban,40836
Chirolophis japonicus,40837
Schistura sexcauda,40839
Schistura breviceps,40840
Scarus quoyi,40841
Schistura menanensis,40842
Sectoria atriceps,40843
Schistura reidi,40844
Scarus quoyi,40845
Schistura waltoni,40846
Clinus agilis,40847
Chlorurus japanensis,40848
Schistura schultzi,40849
Scarus altipinnis,40851
Schistura kohchangensis,40852
Schistura poculi,40853
Scarus ghobban,40854
Clinus brevicristatus,40855
Scarus compressus,40856
Homalopteroides lineata,40857
Hexanematichthys mastersi,40859
Notarius bonillai,40861
Clinus cottoides,40862
Micronema cheveyi,40863
Clinus superciliosus,40864
Scarus altipinnis,40865
Scarus altipinnis,40866
Heteroclinus perspicillatus,40867
Scarus niger,40868
Scarus dimidiatus,40869
Scarus ghobban,40870
Heteroclinus johnstoni,40871
NULL,40872
Cologrammus flavescens,40873
Scarus rivulatus,40876
Clinus nematopterus,40877
Glyptothorax fuscus,40878
Clinus ornatus,40879
Scarus rivulatus,40880
Glyptothorax buchanani,40881
Noturus eleutherus,40884
Cetopsorhamdia filamentosa,40885
Scarus ghobban,40886
Duringlanis altae,40887
Scarus ghobban,40888
Scarus psittacus,40890
Tatia dunni,40891
Cetopsis jurubidae,40892
Blennophis striatus,40893
Trichomycterus mondolfi,40894
Scarus ghobban,40895
Trichomycterus taeniops,40897
Scarus ghobban,40898
Trichomycterus weyrauchi,40899
Scarus ghobban,40900
Astroblepus jurubidae,40901
Scarus ghobban,40902
NULL,40903
Astroblepus formosus,40904
Clinus superciliosus,40905
Scarus ghobban,40906
NULL,40907
Anatolichthys anatoliae,40908
Clinus superciliosus,40909
Clinus superciliosus,40910
Allotoca catarinae,40912
NULL,40913
Scarus globiceps,40914
Oryzias minutillus,40915
Clinus superciliosus,40916
Scarus falcipinnis,40917
Clinus superciliosus,40919
Scarus ghobban,40920
Clinus superciliosus,40921
Scarus ghobban,40922
Ostorhinchus taeniophorus,40923
Scarus ghobban,40924
Percina burtoni,40925
NULL,40926
NULL,40927
Etheostoma hopkinsi,40928
Scarus prasiognathos,40929
NULL,40930
Scarus globiceps,40931
Scarus vetula,40932
Scarus vetula,40933
Scarus vetula,40934
Scarus vetula,40935
Amblyglyphidodon curacao,40936
Scarus vetula,40937
Halichoeres brownfieldi,40938
Scarus vetula,40939
Scarus festivus,40940
Chlorurus spilurus,40941
Limnichthys fasciatus,40942
Scarus forsteni,40943
Acanthurus NULL,40944
Scarus tricolor,40945
Parioglossus palustris,40946
Eviota saipanensis,40947
Scarus tricolor,40948
Butis koilomatodon,40949
Parioglossus philippinus,40950
Scarus tricolor,40951
Bathygobius cocosensis,40952
Bathygobius cocosensis,40953
Trimma striatum,40954
Scarus niger,40955
Cryptocentrus callopterus,40956
Istigobius diadema,40957
Acentrogobius andhraensis,40958
Rhinogobius mekongianus,40959
Scarus niger,40960
Drombus lepidothorax,40961
Scarus niger,40962
Scarus niger,40963
NULL,40964
Scarus niger,40965
Scarus niger,40966
Scarus oviceps,40967
Scarus oviceps,40968
Scarus scaber,40969
Scarus oviceps,40971
Scarus tricolor,40972
Scarus scaber,40974
Scarus quoyi,40975
Scarus caudofasciatus,40976
Scarus scaber,40977
Scarus dimidiatus,40978
Scarus ghobban,40979
Scarus prasiognathos,40980
Scarus frenatus,40981
Heteroclinus tristis,40982
Cristiceps argyropleura,40983
Misgurnus multimaculatus,40987
Clinitrachus argentatus,40988
Scarus coeruleus,40991
Clinitrachus argentatus,40992
Scarus coeruleus,40993
Scarus coeruleus,40995
NULL,40996
Scarus coeruleus,40997
Scarus coeruleus,40998
Cristiceps australis,40999
Scarus coelestinus,41000
Cristiceps australis,41001
Scarus coelestinus,41002
Scarus dubius,41003
Scarus dubius,41004
Scarus hypselopterus,41005
Cristiceps australis,41006
Cristiceps australis,41007
Cristiceps australis,41008
Scarus hypselopterus,41009
Heteroclinus tristis,41010
Springeratus xanthosoma,41012
Heteroclinus tristis,41013
Siphonognathus radiatus,41014
Cristiceps aurantiacus,41015
Heteroclinus perspicillatus,41016
Heteroclinus roseus,41017
Scarus ghobban,41018
Heteroclinus tristis,41019
Scarus rivulatus,41020
Scarus coelestinus,41022
Scarus iseri,41024
Gibbonsia elegans,41027
Scarus iseri,41028
Scarus iseri,41029
Gibbonsia evides,41030
Scarus iseri,41032
Scarus iseri,41033
Scarus iseri,41034
Scarus taeniopterus,41035
Scarus taeniopterus,41036
NULL,41037
Scarus taeniopterus,41038
Scarus taeniopterus,41039
Scarus iseri,41041
Chlorurus cyanescens,41044
Chlorurus cyanescens,41047
Scarus xanthopleura,41048
Scarus frenatus,41050
